timestamp,cpu_usage,memory_usage,attack_count
2025-07-16 23:39:02.649771,0.09820093177605632,66.08754066915701,0
2025-07-16 23:49:02.649771,0.1615426925841542,67.01853617514872,0
2025-07-16 23:59:02.649771,0.06809588203207129,66.98792411797889,0
2025-07-17 00:09:02.649771,0.1312213329212717,69.7683561943218,0
2025-07-17 00:19:02.649771,0.09820025175261267,63.225907597614466,0
2025-07-17 00:29:02.649771,0.08697292409063523,75.87955255486483,2
2025-07-17 00:39:02.649771,0.19704357605389272,75.91119069208264,0
2025-07-17 00:49:02.649771,0.11428349004332607,66.8434513448129,0
2025-07-17 00:59:02.649771,0.027175069412670935,75.45830148920365,0
2025-07-17 01:09:02.649771,0.07568935505975415,70.33578051127509,0
2025-07-17 01:19:02.649771,0.11201761693838616,64.96857909829798,0
2025-07-17 01:29:02.649771,0.08598202917305545,61.141819260660085,0
2025-07-17 01:39:02.649771,0.19124851382845023,75.88704852987127,0
2025-07-17 01:49:02.649771,0.14118448330927696,75.32681957023503,0
2025-07-17 01:59:02.649771,0.17205849995700373,74.69762560532797,0
2025-07-17 02:09:02.649771,0.02970537619248345,67.81088985770332,1
2025-07-17 02:19:02.649771,0.09649675762579883,63.02856116208272,1
2025-07-17 02:29:02.649771,0.024528622387365848,62.30872074840141,0
2025-07-17 02:39:02.649771,0.1319184253500873,59.57436481485545,2
2025-07-17 02:49:02.649771,0.00694765690298195,73.29662179659749,0
2025-07-17 02:59:02.649771,0.07533114377035537,63.232303017290775,2
2025-07-17 03:09:02.649771,0.1607403804396126,66.18820697541935,1
2025-07-17 03:19:02.649771,0.12422978008326134,72.56085877949438,1
2025-07-17 03:29:02.649771,0.02203133404194406,75.43063015899527,0
2025-07-17 03:39:02.649771,0.1681454085572345,65.7123878741667,1
2025-07-17 03:49:02.649771,0.11941626751546003,63.97991000639392,0
2025-07-17 03:59:02.649771,0.08438081823012333,70.83337710912916,0
2025-07-17 04:09:02.649771,0.09162883327152303,70.44225947653123,0
2025-07-17 04:19:02.649771,0.12276060597192673,77.60679444151272,0
2025-07-17 04:29:02.649771,0.1060922578171241,73.85204967143088,0
2025-07-17 04:39:02.649771,0.1841929037323193,76.43508974711145,3
2025-07-17 04:49:02.649771,0.06109561131248977,66.30301304024042,0
2025-07-17 04:59:02.649771,0.16519333712400786,72.59644364675862,0
2025-07-17 05:09:02.649771,0.020105753951686553,68.93142102723904,0
2025-07-17 05:19:02.649771,0.09942149198031291,61.57278236861158,4
2025-07-17 05:29:02.649771,0.10917901807009549,71.83084220451778,0
2025-07-17 05:39:02.649771,0.13171745399684975,65.73580967477037,1
2025-07-17 05:49:02.649771,0.06209455033624774,72.95028105623989,0
2025-07-17 05:59:02.649771,0.045106130902605415,72.54239298700594,0
2025-07-17 06:09:02.649771,0.16136065926882148,74.04438106105594,0
2025-07-17 06:19:02.649771,0.12460973834906508,73.83477346918289,0
2025-07-17 06:29:02.649771,0.17685188948283548,63.908919031617266,3
2025-07-17 06:39:02.649771,0.12466788382607089,75.97311694497303,0
2025-07-17 06:49:02.649771,0.1503511969527277,75.07841745325351,0
2025-07-17 06:59:02.649771,0.10209754074245252,76.14939257105951,1
2025-07-17 07:09:02.649771,0.2898191005964189,77.91764452738049,0
2025-07-17 07:19:02.649771,0.13394723629231275,79.59529231238095,2
2025-07-17 07:29:02.649771,0.28432883377603085,72.9635108764096,0
2025-07-17 07:39:02.649771,0.26608274949528044,80.58990462018708,1
2025-07-17 07:49:02.649771,0.16558544936617325,83.616841453451,0
2025-07-17 07:59:02.649771,0.2390709948033058,78.21397525443665,2
2025-07-17 08:09:02.649771,0.1672763795844536,82.97147041839217,0
2025-07-17 08:19:02.649771,0.21415010873368995,79.90870061702768,2
2025-07-17 08:29:02.649771,0.0980994139984093,74.63712725112319,2
2025-07-17 08:39:02.649771,0.24970375609705245,87.68580667915153,1
2025-07-17 08:49:02.649771,0.2536650365309231,82.74568095462192,0
2025-07-17 08:59:02.649771,0.23717030643134207,77.56701957561772,1
2025-07-17 09:09:02.649771,0.26846223391429114,88.06020235332254,1
2025-07-17 09:19:02.649771,0.3551495741030679,84.1954027544359,2
2025-07-17 09:29:02.649771,0.3293981320901891,85.48639438184837,2
2025-07-17 09:39:02.649771,0.2716742288279293,82.44932831267333,3
2025-07-17 09:49:02.649771,0.28461351200779755,86.83021125836726,1
2025-07-17 09:59:02.649771,0.3573358216859713,83.38446838702654,4
2025-07-17 10:09:02.649771,0.34855929375407296,83.51527377840794,2
2025-07-17 10:19:02.649771,0.2537596074079469,89.37521928467844,3
2025-07-17 10:29:02.649771,0.32709983961702827,90.12850277793677,4
2025-07-17 10:39:02.649771,0.25357715783168133,82.3294824504813,2
2025-07-17 10:49:02.649771,0.325943418944535,83.62322705806416,3
2025-07-17 10:59:02.649771,0.33241381633111333,81.89542865262896,1
2025-07-17 11:09:02.649771,0.27429252730476855,82.83565669159817,3
